date,username,to,replies,retweets,favorites,text,geo,mentions,hashtags,id,permalink
2016-07-04 14:14:07,tim_cook,,132,1154,4021,"Wishing everyone a safe & happy #IndependenceDay ""We hold these truths to be self-evident, that all men are created equal.""",,,#IndependenceDay,749969543112437761,https://twitter.com/tim_cook/status/749969543112437761
2016-06-28 22:07:54,tim_cook,,451,9589,24084,"Dualarımız Türk halkı için #Istanbul",,,#Istanbul,747914447159595008,https://twitter.com/tim_cook/status/747914447159595008
2016-06-26 22:06:43,tim_cook,,158,1470,5991,"Happy Pride to everyone who turned out this weekend to celebrate! #applepride #pride2016pic.twitter.com/3GZlc9s6bl",,,#applepride #pride2016pic,747189372462600192,https://twitter.com/tim_cook/status/747189372462600192
2016-06-16 13:42:48,tim_cook,,158,782,3546,"It’s Day 4 of #WWDC2016 in San Francisco. Hope everyone is having a great week!pic.twitter.com/Y4zN5HQJYm",,,#WWDC2016,743438680962961408,https://twitter.com/tim_cook/status/743438680962961408
2016-06-12 15:56:25,tim_cook,,191,2964,7588,"Our hearts go out to the victims of the unspeakable tragedy in #Orlando, their families and all who grieve with them.",,,#Orlando,742022755445440512,https://twitter.com/tim_cook/status/742022755445440512
2016-06-12 03:38:04,tim_cook,,66,325,1167,". @laurenepowell: ""We reject the notion that any group of students should be considered beyond help”http://bit.ly/21clp6K",,@laurenepowell,,741836943810404352,https://twitter.com/tim_cook/status/741836943810404352
2016-06-04 04:35:08,tim_cook,,219,9221,13875,"""He who is not courageous enough to take risks will accomplish nothing in life."" Rest in peace #MuhammadAli",,,#MuhammadAli,738952202799058945,https://twitter.com/tim_cook/status/738952202799058945
2016-05-30 13:30:05,tim_cook,,79,832,2882,"Reflecting on the sacrifices made by our fallen service members and their families in the name of freedom. #MemorialDay",,,#MemorialDay,737274886062624768,https://twitter.com/tim_cook/status/737274886062624768
2016-05-29 03:10:22,tim_cook,,227,1125,6081,"Inspiring day hiking @YosemiteNPS. Hats off to the Park Service.pic.twitter.com/lurhM3LESy",,@YosemiteNPS,,736756543685812225,https://twitter.com/tim_cook/status/736756543685812225
2016-05-24 11:00:46,tim_cook,,93,744,2558,"Great energy, great entrepreneurs at @startupfesteu this morning. Amsterdam, dank je wel en tot ziens!pic.twitter.com/XVJY4DKAlZ",,@startupfesteu,,735062983659945984,https://twitter.com/tim_cook/status/735062983659945984
2016-05-23 13:40:11,tim_cook,annefrankhouse,51,535,1779,"Thanks @annefrankhouse for keeping her memory alive. We must never forget the terrible lessons of discrimination.https://twitter.com/annefrankhouse/status/734727558697254912 …",,@annefrankhouse,,734740714882400256,https://twitter.com/tim_cook/status/734740714882400256
2016-05-23 11:54:59,tim_cook,,67,537,2114,"An inspiring visit with @assistiveware in Amsterdam. Their apps improve lives by giving people a voice.pic.twitter.com/mrcR3dfbrj",,@assistiveware,,734714240561352704,https://twitter.com/tim_cook/status/734714240561352704
2016-05-21 14:49:54,tim_cook,,133,1072,3779,"A quick visit with customers and our fantastic team at the Apple Store, Mall of the Emirates. Thanks Dubai!pic.twitter.com/utFFVGyImr",,,,734033482347843584,https://twitter.com/tim_cook/status/734033482347843584
2016-05-21 06:48:53,tim_cook,narendramodi,85,1068,2489,"Thanks PM @narendramodi for a great meeting. Already looking forward to next visit to India. Best wishes on the app!https://twitter.com/narendramodi/status/733904479263821824 …",,@narendramodi,,733912428342214656,https://twitter.com/tim_cook/status/733912428342214656
2016-05-20 05:23:21,tim_cook,,135,1253,5010,"Lots of talent and enthusiasm at the new Mac Lab at GNITS women’s college. Enjoyed visiting you yesterday!pic.twitter.com/ZqCnVkBpii",,,,733528516235431936,https://twitter.com/tim_cook/status/733528516235431936
2016-05-18 13:01:16,tim_cook,,229,2001,5833,"Great to hear from some of India's top iOS developers today. Innovative apps and many ideas for the future!pic.twitter.com/ZhEfE7wNW7",,,,732918979816263680,https://twitter.com/tim_cook/status/732918979816263680
2016-05-17 01:01:16,tim_cook,,57,521,1480,"Here's the incredibly talented @JJ_Lin on the erhu as we jam with the new GarageBand, out today. https://youtu.be/SkPrJiah8UI #shotoniphone",,@JJ_Lin,#shotoniphone,732375399548735488,https://twitter.com/tim_cook/status/732375399548735488
2016-05-16 03:51:49,tim_cook,,209,1086,4050,"""Taxi!"" Caught a cab in Beijing this morning with Didi Chuxing's Jean Liu.pic.twitter.com/Sl2xnzXtNY",,,,732055931974864896,https://twitter.com/tim_cook/status/732055931974864896
2016-05-05 19:46:09,tim_cook,,182,922,2204,"Looking forward to working with @BillRMcDermott @SAP on new iPhone & iPad apps. http://www.apple.com/iphone/business/ …pic.twitter.com/iRZzEZ3EPR",,@BillRMcDermott @SAP,,728309830138499072,https://twitter.com/tim_cook/status/728309830138499072
2016-04-22 16:44:16,tim_cook,,154,1719,3549,"Powering your iMessages with 100% renewable energy - because our planet deserves our best thinking. #EarthDay https://www.youtube.com/watch?v=7U7Eu8u_tBw …",,,#EarthDay,723553013453844481,https://twitter.com/tim_cook/status/723553013453844481
2016-04-21 17:52:05,tim_cook,,127,3026,6792,"Prince was a true innovator and a singular artist. His music and influence will live on for generations. Rest in peace.",,,,723207693716975616,https://twitter.com/tim_cook/status/723207693716975616
2016-04-19 14:18:07,tim_cook,,390,2843,6231,"Our thinnest and lightest Mac, now better than ever. Meet the new #MacBook. http://apple.com/macbook pic.twitter.com/3eK7oy4wpr",,,#MacBook,722429070525534208,https://twitter.com/tim_cook/status/722429070525534208
2016-04-18 19:16:34,tim_cook,,83,1768,5238,"Bill Campbell believed in Apple when few people did. We'll miss his wisdom,friendship,humor & his love for life. RIPpic.twitter.com/HA7hYgGxNM",,,,722141792490029056,https://twitter.com/tim_cook/status/722141792490029056
2016-04-18 00:55:34,tim_cook,,80,1326,3163,"Our hearts and thoughts are with everyone affected by terrifying earthquakes in recent days. #FuerzaEcuador #prayforkyushu #prayformyanmar",,,#FuerzaEcuador #prayforkyushu #prayformyanmar,721864716247633920,https://twitter.com/tim_cook/status/721864716247633920
2016-04-14 17:32:00,tim_cook,,85,935,2141,"Proud to support @World_Wildlife with #AppsforEarth. Together we can help leave the world better than we found it. http://appstore.com/appsforearth",,@World_Wildlife,#AppsforEarth,720665926664728576,https://twitter.com/tim_cook/status/720665926664728576
2016-04-02 17:40:54,tim_cook,,145,1384,2798,"""We are capable of so much, if we just open our minds."" We can all learn from Dillan about #AutismAcceptance https://www.apple.com/autism-acceptance/ …",,,#AutismAcceptance,716319508516839425,https://twitter.com/tim_cook/status/716319508516839425
2016-04-02 02:15:44,tim_cook,,383,6353,14394,"Happy Birthday, Apple! Celebrating 40 years & looking forward to many more decades of innovation. @zanelowepic.twitter.com/5lUDP1cAjw",,@zanelowepic,,716086686342455300,https://twitter.com/tim_cook/status/716086686342455300
2016-03-31 22:24:29,tim_cook,,399,1592,6214,"Congrats to all the new iPhone SE and iPad Pro owners! I hope you love them as much as we do.pic.twitter.com/harfwjywJ0",,,,715666100508168193,https://twitter.com/tim_cook/status/715666100508168193
2016-03-22 19:23:42,tim_cook,,232,1731,5509,"Our thoughts and prayers are with our friends, customers, coworkers and all the people of Belgium.",,,,712359112806309888,https://twitter.com/tim_cook/status/712359112806309888
2016-03-22 00:29:06,tim_cook,,92,1795,4089,"Andy Grove was one of the giants of the technology world. He loved our country and epitomized America at its best. Rest in peace.",,,,712073584194105344,https://twitter.com/tim_cook/status/712073584194105344
2016-03-21 00:39:11,tim_cook,,161,4031,9052,"Happy 10th Birthday @jack and everyone @twitter! Thanks for giving all of us the ultimate megaphone.",,@jack @twitter,,711713733299404800,https://twitter.com/tim_cook/status/711713733299404800
2016-03-17 02:50:56,tim_cook,,134,1304,2951,"Thank you, James, for sharing your inspiring story.https://www.youtube.com/watch?v=m6c_QjJjEks …",,,,710297335431966721,https://twitter.com/tim_cook/status/710297335431966721
2016-03-03 20:37:46,tim_cook,,322,1570,3546,"We’re always looking for new ways to help you get the most from  products. Meet @AppleSupport! https://twitter.com/applesupport/status/705377245578199040 …",,@AppleSupport,,705492384570716160,https://twitter.com/tim_cook/status/705492384570716160
2016-02-24 14:14:19,tim_cook,,501,10255,17485,"Remembering Steve on his 61st birthday. ""Let's go invent tomorrow.""pic.twitter.com/UGYMcohsf0",,,,702496781695787008,https://twitter.com/tim_cook/status/702496781695787008
2016-02-19 16:04:34,tim_cook,,186,2959,4921,"Rest in peace, Harper Lee. ""The one thing that doesn't abide by majority rule is a person's conscience.""",,,,700712587994861568,https://twitter.com/tim_cook/status/700712587994861568
2016-02-15 16:16:59,tim_cook,,265,761,2533,"Happy #PresidentsDay! ""I will prepare and someday my chance will come""--Abraham Lincoln",,,#PresidentsDay,699266163428032512,https://twitter.com/tim_cook/status/699266163428032512
2016-02-08 05:56:45,tim_cook,,159,636,2734,"Congrats @Millerlite40 Peyton Manning @Broncos Amazing season.pic.twitter.com/3RfQml832C",,@Millerlite40 @Broncos,,696573360965222404,https://twitter.com/tim_cook/status/696573360965222404
2016-01-22 15:57:38,tim_cook,,178,987,2862,"Great to meet talented Italian developers today with @matteorenzi in Romepic.twitter.com/2DcRPMYNHD",,@matteorenzi,,690563984106328064,https://twitter.com/tim_cook/status/690563984106328064
2016-01-21 12:17:11,tim_cook,,301,1803,3626,"Apple has created over 1.4m jobs across Europe and we're announcing a center for aspiring iOS developers in Italy http://www.apple.com/pr/library/2016/01/21Apple-Opening-Europes-First-iOS-App-Development-Center-in-Italy.html …",,,,690146117451943936,https://twitter.com/tim_cook/status/690146117451943936
2016-01-18 21:23:38,tim_cook,,79,501,2008,"Proud to volunteer beside hundreds of Apple employees honoring #MLKDay at ConnectED partner Santee Elementary.pic.twitter.com/3EOmcPkovh",,,#MLKDay,689196473188143104,https://twitter.com/tim_cook/status/689196473188143104
